time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-08-12T18:38:00.270Z,33.508,-116.505,12.32,0.53,ml,19,77,0.05394,0.15,ci,ci38960424,2019-08-13T13:54:57.608Z,"16km ESE of Anza, CA",earthquake,0.45,0.57,0.079,11,reviewed,ci,ci
2019-08-12T18:35:10.392Z,61.1565,-140.0795,0,1.2,ml,,,,1.09,ak,ak019aarb2cp,2019-08-12T18:42:57.798Z,"146km WNW of Haines Junction, Canada",earthquake,,0.5,,,automatic,ak,ak
2019-08-12T18:34:59.352Z,53.3957,-162.0948,10,2.8,ml,,234,1.638,0.65,us,us600054cm,2019-08-13T15:33:23.040Z,"183km SSE of False Pass, Alaska",earthquake,4.4,2,,,reviewed,us,ak
2019-08-12T18:34:28.340Z,35.8651667,-117.6778333,8.22,0.38,ml,11,86,0.0818,0.15,ci,ci38960416,2019-08-12T18:37:55.898Z,"22km ESE of Little Lake, CA",earthquake,0.44,0.89,0.103,4,automatic,ci,ci
2019-08-12T18:32:58.370Z,35.619,-117.404,11.31,1.11,ml,18,88,0.04873,0.33,ci,ci38960408,2019-08-12T18:36:40.893Z,"16km S of Trona, CA",earthquake,0.8,0.99,0.258,15,automatic,ci,ci
2019-08-12T18:31:09.020Z,37.7931671,-121.9561691,9.09,1.5,md,5,196,0.08777,0.01,nc,nc73249635,2019-08-12T19:07:03.783Z,"2km NE of San Ramon, CA",earthquake,1,1,0.14,5,automatic,nc,nc
2019-08-12T18:29:25.240Z,37.7873333,-121.969,9.72,1.03,md,11,123,0.07995,0.05,nc,nc73249640,2019-08-13T23:16:50.363Z,"1km NE of San Ramon, CA",earthquake,0.26,0.61,0.132,7,reviewed,nc,nc
2019-08-12T18:29:08.990Z,35.8878333,-117.7171667,1.74,0.78,ml,12,79,0.08082,0.12,ci,ci38960400,2019-08-12T18:32:44.864Z,"18km ESE of Little Lake, CA",earthquake,0.22,0.37,0.121,12,automatic,ci,ci
2019-08-12T18:28:31.830Z,38.799,-122.825,3.33,0.29,md,5,126,0.009664,0.02,nc,nc73249630,2019-08-13T23:19:21.052Z,"6km WNW of The Geysers, CA",earthquake,0.75,0.94,,1,reviewed,nc,nc
2019-08-12T18:27:03.300Z,35.728,-117.4843333,1.08,0.91,ml,14,130,0.07984,0.16,ci,ci38960376,2019-08-12T18:30:38.851Z,"8km WSW of Searles Valley, CA",earthquake,0.41,0.63,0.115,11,automatic,ci,ci
2019-08-12T18:22:35.260Z,35.8223333,-117.6426667,4.26,0.86,ml,13,73,0.03729,0.21,ci,ci38960360,2019-08-12T18:26:10.194Z,"22km WNW of Searles Valley, CA",earthquake,0.39,0.69,0.189,11,automatic,ci,ci
2019-08-12T18:18:39.680Z,35.913,-117.7113333,5.19,0.68,ml,13,61,0.09182,0.1,ci,ci38960344,2019-08-12T18:22:07.933Z,"18km E of Little Lake, CA",earthquake,0.22,1.02,0.12,8,automatic,ci,ci
2019-08-12T18:18:31.500Z,38.8366661,-122.7975006,1.92,0.56,md,7,98,0.005854,0.01,nc,nc73249625,2019-08-12T18:30:04.774Z,"7km WNW of Cobb, CA",earthquake,0.46,1.39,,1,automatic,nc,nc
2019-08-12T18:14:08.770Z,17.9078,-66.0973,13,2.51,md,17,241,0.0583,0.11,pr,pr2019224013,2019-08-13T15:40:00.040Z,"10km SSE of Jobos, Puerto Rico",earthquake,0.59,0.26,0.37,16,reviewed,pr,pr
2019-08-12T18:13:20.430Z,35.6815,-117.5091667,2.61,1.04,ml,16,62,0.0715,0.16,ci,ci38960336,2019-08-12T18:17:08.269Z,"14km SW of Searles Valley, CA",earthquake,0.24,0.42,0.236,13,automatic,ci,ci
2019-08-12T18:10:45.160Z,36.0748333,-117.8385,4.75,0.75,ml,13,115,0.04467,0.04,ci,ci38960320,2019-08-13T23:15:20.935Z,"10km ENE of Coso Junction, CA",earthquake,0.12,0.3,0.164,7,reviewed,ci,ci
2019-08-12T18:06:41.550Z,35.3741667,-117.8343333,2.35,1.54,ml,26,72,0.1069,0.2,ci,ci38960304,2019-08-12T18:10:20.230Z,"18km W of Johannesburg, CA",earthquake,0.29,0.78,0.213,26,automatic,ci,ci
2019-08-12T18:06:00.530Z,34.09,-116.4243333,7.66,1.23,ml,41,46,0.1076,0.2,ci,ci38960288,2019-08-12T18:09:40.227Z,"3km SSE of Yucca Valley, CA",earthquake,0.26,1.31,0.23,28,automatic,ci,ci
2019-08-12T18:04:59.750Z,62.7573,-148.7336,62.7,1.3,ml,,,,0.94,ak,ak019aar4izb,2019-08-12T18:08:36.891Z,"71km S of Cantwell, Alaska",earthquake,,1.4,,,automatic,ak,ak
2019-08-12T17:59:19.569Z,60.1539,-141.2995,17.7,1,ml,,,,1.22,ak,ak019aaqusno,2019-08-13T01:16:00.865Z,"63km E of Cape Yakataga, Alaska",ice quake,,0.3,,,automatic,ak,ak
2019-08-12T17:52:12.430Z,38.8028333,-122.8231667,2.1,0.24,md,18,73,,0.04,nc,nc73249620,2019-08-12T22:05:03.397Z,"6km WNW of The Geysers, CA",earthquake,0.27,0.6,,1,reviewed,nc,nc
2019-08-12T17:50:56.175Z,62.9873,-150.8531,103.9,2.1,ml,,,,0.67,ak,ak019aaqsy1r,2019-08-12T17:57:13.172Z,"83km NNW of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-08-12T17:47:45.813Z,62.0127,-154.3681,4.8,1,ml,,,,0.39,ak,ak019aaqsa39,2019-08-12T17:53:21.454Z,"122km SSE of McGrath, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-08-12T17:45:16.990Z,35.8811667,-117.6928333,8.32,0.48,ml,12,77,0.09184,0.08,ci,ci38960240,2019-08-12T17:48:45.956Z,"20km ESE of Little Lake, CA",earthquake,0.24,0.69,0.121,5,automatic,ci,ci
2019-08-12T17:44:06.580Z,37.6673333,-118.8733333,1.21,0.46,md,10,167,0.02858,0.04,nc,nc73249615,2019-08-13T01:44:03.784Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.58,0.82,0.236,8,reviewed,nc,nc
2019-08-12T17:42:41.020Z,35.6736667,-117.557,4.44,2.19,ml,31,49,0.05245,0.16,ci,ci38960224,2019-08-12T17:53:38.660Z,"12km ENE of Ridgecrest, CA",earthquake,0.21,0.53,0.16,25,automatic,ci,ci
2019-08-12T17:40:11.610Z,35.6905,-117.545,7.39,1.83,ml,31,41,0.07108,0.21,ci,ci38960208,2019-08-12T17:50:33.880Z,"14km ENE of Ridgecrest, CA",earthquake,0.27,0.87,0.189,26,automatic,ci,ci
2019-08-12T17:38:08.480Z,47.0063333333333,-122.276666666667,4.28,1.42,ml,15,327,,0.15,uw,uw61544226,2019-08-12T21:24:45.787Z,"5km SSE of Graham, Washington",earthquake,1.42,31.61,0.251795417045447,8,reviewed,uw,uw
2019-08-12T17:35:02.150Z,35.9483333,-117.7335,1.76,1.24,ml,18,42,0.06832,0.16,ci,ci38960184,2019-08-12T17:38:36.100Z,"16km E of Little Lake, CA",earthquake,0.25,0.35,0.165,18,automatic,ci,ci
2019-08-12T17:33:09.690Z,37.6621667,-118.883,2.16,0.25,md,7,207,0.01948,0.03,nc,nc73249595,2019-08-13T01:40:06.092Z,"9km ENE of Mammoth Lakes, CA",earthquake,1.13,1.06,0.107,5,reviewed,nc,nc
2019-08-12T17:32:17.248Z,36.6779,-116.1307,9.4,0.4,ml,22,106.16,0.02,0.1195,nn,nn00699520,2019-08-12T20:42:41.441Z,"53km NNW of Pahrump, Nevada",earthquake,,0.6,0.25,15,reviewed,nn,nn
2019-08-12T17:28:58.036Z,61.889,-150.0931,37.2,1.8,ml,,,,0.62,ak,ak019aaqo8ev,2019-08-12T17:36:02.920Z,"16km N of Willow, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-08-12T17:25:45.673Z,52.277,-168.2557,10,3.9,mb,,208,0.786,1.74,us,us6000543w,2019-08-13T15:45:12.040Z,"84km SSE of Nikolski, Alaska",earthquake,6.3,2,0.067,59,reviewed,us,us
2019-08-12T17:23:06.780Z,38.8069992,-122.8236694,2.86,0.56,md,7,123,0.004691,0.04,nc,nc73248411,2019-08-12T17:34:04.410Z,"7km WNW of The Geysers, CA",earthquake,0.58,1.55,,1,automatic,nc,nc
2019-08-12T17:20:23.259Z,-23.516,-179.4548,477.83,4.7,mb,,92,5.867,0.72,us,us6000543n,2019-08-13T16:35:38.040Z,"South of the Fiji Islands",earthquake,9.9,7.7,0.063,78,reviewed,us,us
2019-08-12T17:20:10.810Z,35.9016685,-117.6894989,2.69,0.95,ml,16,54,0.07895,0.12,ci,ci38960112,2019-08-12T17:37:05.680Z,"20km E of Little Lake, CA",earthquake,0.35,0.87,0.156,4,automatic,ci,ci
2019-08-12T17:19:06.240Z,37.6683333,-118.8818333,3.41,1.49,md,21,150,0.02326,0.07,nc,nc73248401,2019-08-13T17:58:04.622Z,"9km ENE of Mammoth Lakes, CA",earthquake,0.38,0.38,0.34,19,reviewed,nc,nc
2019-08-12T17:17:28.668Z,72.1251,-133.1338,10,4,mb,,192,2.446,0.44,us,us6000543e,2019-08-13T17:40:21.040Z,"271km W of Sachs Harbour, Canada",earthquake,4.6,2,0.518,1,reviewed,us,us
2019-08-12T17:17:00.610Z,37.6433333,-118.9466667,4.51,0.33,md,7,189,0.02816,0.04,nc,nc73248406,2019-08-13T01:35:04.060Z,"3km ENE of Mammoth Lakes, CA",earthquake,1.17,0.89,0.214,6,reviewed,nc,nc
2019-08-12T17:14:49.311Z,41.0942,73.3056,36.57,4.5,mb,,50,0.335,0.92,us,us6000543c,2019-08-13T17:51:06.040Z,"31km NE of Jalal-Abad, Kyrgyzstan",earthquake,6.2,7.3,0.083,42,reviewed,us,us
2019-08-12T17:07:11.714Z,66.1027,-149.1166,20.1,0.8,ml,,,,0.34,ak,ak019aaqjmtb,2019-08-12T17:11:32.893Z,"137km SSE of Coldfoot, Alaska",earthquake,,1.3,,,automatic,ak,ak
2019-08-12T17:06:51.520Z,35.6748333,-117.535,6.87,2.06,ml,23,62,0.05956,0.18,ci,ci38960088,2019-08-12T17:10:42.304Z,"14km ENE of Ridgecrest, CA",earthquake,0.34,0.71,0.212,26,automatic,ci,ci
2019-08-12T17:05:02.500Z,35.5988333,-117.4323333,3.73,1.54,ml,24,72,0.04919,0.19,ci,ci38960072,2019-08-12T17:16:10.180Z,"19km S of Searles Valley, CA",earthquake,0.27,0.65,0.153,23,automatic,ci,ci
2019-08-12T17:04:59.240Z,37.6685,-118.8755,0.85,0.48,md,9,170,0.0276,0.02,nc,nc71110744,2019-08-13T01:31:04.039Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.47,0.9,0.399,8,reviewed,nc,nc
2019-08-12T17:04:50.170Z,37.6695,-118.8783333,0.43,-0.05,md,5,225,0.02621,0.03,nc,nc73248391,2019-08-13T01:22:20.126Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.75,1.2,0.272,6,reviewed,nc,nc
2019-08-12T16:56:40.590Z,35.8751667,-117.7076667,1.97,0.9,ml,15,69,0.08111,0.15,ci,ci38960040,2019-08-12T17:00:24.243Z,"19km ESE of Little Lake, CA",earthquake,0.34,0.44,0.12,12,automatic,ci,ci
2019-08-12T16:56:19.590Z,35.6456667,-117.457,3.18,0.01,ml,10,71,0.03336,0.17,ci,ci38960024,2019-08-12T17:57:47.728Z,"14km SSW of Searles Valley, CA",earthquake,0.29,0.3,0.062,2,reviewed,ci,ci
2019-08-12T16:52:17.030Z,35.9558333,-117.4008333,3.92,0.01,ml,5,209,0.1153,0.04,ci,ci37423165,2019-08-12T18:37:14.897Z,"21km N of Searles Valley, CA",earthquake,0.37,0.78,0.055,4,reviewed,ci,ci
2019-08-12T16:51:54.030Z,35.8451667,-117.6551667,3.01,-0.11,ml,8,97,0.05529,0.17,ci,ci37423157,2019-08-12T18:34:09.876Z,"24km WNW of Searles Valley, CA",earthquake,0.37,0.54,0.065,4,reviewed,ci,ci
2019-08-12T16:51:32.900Z,35.6188333,-117.608,6.24,0.51,ml,14,70,0.03185,0.25,ci,ci38960008,2019-08-12T18:27:31.254Z,"6km E of Ridgecrest, CA",earthquake,0.43,1.05,0.04,4,reviewed,ci,ci
2019-08-12T16:50:00.760Z,35.8196667,-117.6433333,7.17,0.6,ml,9,72,0.03745,0.09,ci,ci38960000,2019-08-12T16:53:43.324Z,"22km N of Ridgecrest, CA",earthquake,0.25,0.41,0.244,8,automatic,ci,ci
2019-08-12T16:33:21.340Z,36.1293333,-117.84,3.2,1.21,ml,14,127,0.0168,0.11,ci,ci38959960,2019-08-12T16:37:07.461Z,"14km NE of Coso Junction, CA",earthquake,0.26,0.38,0.194,19,automatic,ci,ci
2019-08-12T16:32:26.859Z,60.121,-141.5176,7.6,1.2,ml,,,,1.45,ak,ak019aaq3la5,2019-08-12T17:43:47.060Z,"51km E of Cape Yakataga, Alaska",ice quake,,0.7,,,automatic,ak,ak
2019-08-12T16:31:11.400Z,38.8176651,-122.8219986,2.46,0.56,md,8,108,0.01093,0.02,nc,nc73248376,2019-08-12T17:17:03.291Z,"7km NW of The Geysers, CA",earthquake,0.47,1.24,,1,automatic,nc,nc
2019-08-12T16:29:08.741Z,38.2908,-118.6904,8.3,0.4,ml,6,185.13,0.151,0.1457,nn,nn00699555,2019-08-13T02:06:33.039Z,"26km SSW of Hawthorne, Nevada",earthquake,,12.8,0.02,2,reviewed,nn,nn
2019-08-12T16:27:40.010Z,36.1306667,-117.8548333,4.22,1.33,ml,19,59,0.01306,0.09,ci,ci38959928,2019-08-12T16:31:10.344Z,"13km NE of Coso Junction, CA",earthquake,0.18,0.25,0.31,19,automatic,ci,ci
2019-08-12T16:24:28.970Z,34.2401667,-117.502,10.87,0.81,ml,12,93,0.07127,0.17,ci,ci38959912,2019-08-12T16:28:15.341Z,"2km S of Lytle Creek, CA",earthquake,0.57,0.92,0.242,10,automatic,ci,ci
2019-08-12T16:19:40.962Z,60.8053,-150.6236,36.9,1.7,ml,,,,0.69,ak,ak019aaq0u26,2019-08-12T16:41:31.519Z,"30km NNE of Sterling, Alaska",earthquake,,2.3,,,automatic,ak,ak
2019-08-12T16:17:48.970Z,35.5733333,-117.3225,2.86,1.33,ml,16,155,0.03309,0.17,ci,ci38959896,2019-08-12T16:21:29.286Z,"22km SSE of Trona, CA",earthquake,1.35,0.97,0.174,17,automatic,ci,ci
2019-08-12T16:16:25.090Z,35.7563333,-117.5838333,4.54,1.5,ml,27,63,0.06031,0.19,ci,ci38959888,2019-08-12T16:26:49.520Z,"16km W of Searles Valley, CA",earthquake,0.26,0.63,0.126,24,automatic,ci,ci
2019-08-12T16:12:31.060Z,35.593,-117.4028333,5.69,1.25,ml,16,105,0.07352,0.18,ci,ci38959880,2019-08-12T16:16:07.497Z,"19km S of Trona, CA",earthquake,0.43,1.3,0.098,16,automatic,ci,ci
2019-08-12T16:12:16.990Z,38.7946667,-122.7811667,3.92,0.29,md,14,83,0.005481,0.02,nc,nc73248366,2019-08-13T23:56:02.204Z,"3km NW of The Geysers, CA",earthquake,0.31,0.52,0.085,3,reviewed,nc,nc
2019-08-12T16:11:52.150Z,35.8725,-117.7085,8.71,0.81,ml,12,69,0.07855,0.16,ci,ci38959872,2019-08-12T16:15:36.257Z,"19km ESE of Little Lake, CA",earthquake,0.37,1.12,0.183,10,automatic,ci,ci
2019-08-12T16:09:31.150Z,35.6826667,-117.5085,10.04,0.68,ml,10,120,0.07125,0.14,ci,ci38959848,2019-08-12T16:13:07.236Z,"13km SW of Searles Valley, CA",earthquake,0.6,0.83,0.105,8,automatic,ci,ci
2019-08-12T16:09:07.070Z,36.079,-117.854,1.72,0.91,ml,10,129,0.03851,0.17,ci,ci38959832,2019-08-12T16:12:42.236Z,"9km ENE of Coso Junction, CA",earthquake,0.4,0.44,0.138,8,automatic,ci,ci
2019-08-12T16:08:23.270Z,35.786,-117.6101667,6.46,0.62,ml,7,229,0.1278,0.05,ci,ci38959824,2019-08-12T16:12:01.991Z,"19km W of Searles Valley, CA",earthquake,0.72,0.85,0.065,8,automatic,ci,ci
2019-08-12T16:04:23.320Z,36.057,-117.8516667,1.67,0.82,ml,7,129,0.05833,0.18,ci,ci38959816,2019-08-12T16:07:59.734Z,"9km E of Coso Junction, CA",earthquake,0.55,0.8,0.212,2,automatic,ci,ci
2019-08-12T16:04:20.333Z,38.5016,-118.358,3.5,0.3,ml,5,158.79,0.068,0.0862,nn,nn00699553,2019-08-13T02:06:31.476Z,"23km E of Hawthorne, Nevada",earthquake,,9.6,0.16,2,reviewed,nn,nn
2019-08-12T16:03:03.460Z,35.7136667,-117.5741667,6.86,0.92,ml,17,122,0.09152,0.19,ci,ci38959808,2019-08-12T16:06:45.650Z,"14km NE of Ridgecrest, CA",earthquake,0.41,1.07,0.174,11,automatic,ci,ci
2019-08-12T16:01:37.174Z,39.6027,-120.0208,8.2,0.2,ml,6,113.92,0.046,0.1279,nn,nn00699549,2019-08-13T02:06:30.085Z,"9km SSW of Cold Springs, Nevada",earthquake,,1.8,0.34,2,reviewed,nn,nn
2019-08-12T16:01:25.670Z,35.6441667,-117.4096667,1.66,1.22,ml,18,146,0.02382,0.2,ci,ci38959800,2019-08-12T16:05:12.228Z,"14km SSW of Trona, CA",earthquake,0.46,0.55,0.153,15,automatic,ci,ci
2019-08-12T15:58:49.618Z,38.5085,-118.3545,5.8,0.6,ml,5,163.47,0.074,0.1005,nn,nn00699548,2019-08-13T02:06:27.019Z,"23km E of Hawthorne, Nevada",earthquake,,7.6,0.01,2,reviewed,nn,nn
2019-08-12T15:49:07.150Z,35.8268333,-117.6566667,4.13,0.74,ml,11,82,0.04933,0.14,ci,ci38959760,2019-08-12T15:52:39.566Z,"23km N of Ridgecrest, CA",earthquake,0.29,0.71,0.165,11,automatic,ci,ci
2019-08-12T15:47:09.710Z,35.9148333,-117.6771667,7.79,2.02,ml,29,41,0.03951,0.15,ci,ci38959752,2019-08-12T15:51:02.557Z,"21km E of Little Lake, CA",earthquake,0.21,0.56,0.178,26,automatic,ci,ci
2019-08-12T15:43:27.100Z,36.0688333,-117.8538333,0.7,0.87,ml,7,154,0.04865,0.21,ci,ci38959744,2019-08-12T15:47:02.308Z,"9km ENE of Coso Junction, CA",earthquake,0.8,1.21,0.121,7,automatic,ci,ci
2019-08-12T15:42:09.590Z,35.8241667,-117.644,6.46,0.44,ml,6,85,0.03871,0.08,ci,ci38959736,2019-08-12T15:45:46.742Z,"23km WNW of Searles Valley, CA",earthquake,0.35,0.72,0.075,5,automatic,ci,ci
2019-08-12T15:40:49.570Z,38.8276672,-122.7976685,3.2,0.34,md,6,150,0.01216,0.01,nc,nc73248351,2019-08-12T16:12:03.877Z,"6km W of Cobb, CA",earthquake,0.67,1.25,0.23,2,automatic,nc,nc
2019-08-12T15:39:21.310Z,35.6321667,-117.4296667,4.92,1.31,ml,23,86,0.03324,0.16,ci,ci38959728,2019-08-12T15:43:06.943Z,"15km S of Searles Valley, CA",earthquake,0.27,0.52,0.21,18,automatic,ci,ci
2019-08-12T15:38:34.180Z,33.9343333,-116.984,17.01,0.63,ml,22,119,0.1534,0.09,ci,ci38959720,2019-08-14T01:21:33.459Z,"1km NW of Beaumont, CA",earthquake,0.19,0.48,0.096,9,reviewed,ci,ci
2019-08-12T15:37:09.805Z,41.8634,20.1248,10,4.4,mb,,39,0.856,0.58,us,us6000541e,2019-08-13T11:38:45.564Z,"9km NNE of Kurbnesh, Albania",earthquake,2.4,1.9,0.269,6,reviewed,us,us
2019-08-12T15:36:25.580Z,35.691,-117.5245,6.83,0.61,ml,12,131,0.07781,0.17,ci,ci38959704,2019-08-12T15:40:10.965Z,"14km SW of Searles Valley, CA",earthquake,0.47,1.04,0.171,8,automatic,ci,ci
2019-08-12T15:30:16.030Z,35.9106667,-117.696,2.69,0.87,ml,12,71,0.05245,0.11,ci,ci38959688,2019-08-12T15:33:53.074Z,"19km E of Little Lake, CA",earthquake,0.22,0.36,0.131,11,automatic,ci,ci
2019-08-12T15:29:17.470Z,35.7646667,-117.603,10.21,0.83,ml,17,107,0.05116,0.15,ci,ci38959680,2019-08-12T15:32:50.711Z,"17km NNE of Ridgecrest, CA",earthquake,0.41,0.71,0.104,11,automatic,ci,ci
2019-08-12T15:27:44.940Z,35.97,-117.6728333,3.7,0.54,ml,7,112,0.0286,0.1,ci,ci38959672,2019-08-12T15:31:18.074Z,"21km E of Little Lake, CA",earthquake,0.44,0.67,0.169,7,automatic,ci,ci
2019-08-12T15:26:55.750Z,38.8258324,-122.8554993,2,0.39,md,6,122,0.002019,0.02,nc,nc73248346,2019-08-12T15:39:05.006Z,"10km WNW of The Geysers, CA",earthquake,0.43,0.86,0.23,2,automatic,nc,nc
2019-08-12T15:26:02.500Z,35.7381667,-117.5438333,2.27,0.76,ml,14,118,0.08886,0.18,ci,ci38959664,2019-08-12T15:29:46.652Z,"13km WSW of Searles Valley, CA",earthquake,0.44,0.54,0.169,9,automatic,ci,ci
2019-08-12T15:24:14.100Z,38.8325005,-122.8506699,1.94,0.59,md,15,70,,0.07,nc,nc73248336,2019-08-12T15:50:03.069Z,"10km NW of The Geysers, CA",earthquake,0.27,0.64,0.01,4,automatic,nc,nc
2019-08-12T15:22:36.530Z,62.4906,-149.4052,23.6,1.4,ml,,,,0.5,ak,ak019aapg19h,2019-08-12T15:28:23.392Z,"40km ENE of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-08-12T15:20:24.220Z,35.8758333,-117.7268333,2.75,0.62,ml,10,110,0.07391,0.14,ci,ci38959648,2019-08-12T15:23:58.845Z,"18km ESE of Little Lake, CA",earthquake,0.34,0.38,0.147,6,automatic,ci,ci
2019-08-12T15:19:34.420Z,35.8938333,-117.72,8.42,0.53,ml,9,81,0.07813,0.07,ci,ci38959640,2019-08-12T15:22:59.830Z,"18km ESE of Little Lake, CA",earthquake,0.23,0.87,0.187,6,automatic,ci,ci
2019-08-12T15:11:01.120Z,34.0581667,-117.1736667,9.78,1.75,ml,66,39,0.05567,0.21,ci,ci38959616,2019-08-12T15:14:54.247Z,"1km ENE of Redlands, CA",earthquake,0.22,0.5,0.117,24,automatic,ci,ci
2019-08-12T15:10:05.140Z,35.8871667,-117.722,1.8,1.85,ml,29,55,0.08398,0.17,ci,ci38959608,2019-08-12T15:21:17.750Z,"18km ESE of Little Lake, CA",earthquake,0.2,0.35,0.146,26,automatic,ci,ci
2019-08-12T15:09:46.114Z,59.8439,-139.6606,8.2,1.5,ml,,,,1.07,ak,ak019aapd9oz,2019-08-12T17:40:25.642Z,"33km N of Yakutat, Alaska",ice quake,,0.3,,,automatic,ak,ak
2019-08-12T15:06:18.220Z,35.7148333,-117.549,2.16,2.01,ml,30,65,0.09403,0.2,ci,ci38959592,2019-08-12T15:17:14.120Z,"14km WSW of Searles Valley, CA",earthquake,0.24,0.45,0.214,26,automatic,ci,ci
2019-08-12T15:05:53.490Z,35.7431667,-117.5666667,0.49,1.04,ml,17,131,0.07664,0.19,ci,ci38959584,2019-08-12T15:09:35.210Z,"15km W of Searles Valley, CA",earthquake,0.38,0.54,0.114,12,automatic,ci,ci
2019-08-12T15:03:06.820Z,36.1358333,-117.9153333,2.29,0.96,ml,10,153,0.05224,0.11,ci,ci38959576,2019-08-12T15:06:39.010Z,"10km NNE of Coso Junction, CA",earthquake,0.49,0.39,0.165,9,automatic,ci,ci
2019-08-12T15:01:30.060Z,35.8918333,-117.7288333,7.64,1.94,ml,29,39,0.08477,0.18,ci,ci38959568,2019-08-12T15:12:26.060Z,"17km ESE of Little Lake, CA",earthquake,0.24,0.83,0.207,25,automatic,ci,ci
2019-08-12T14:59:01.730Z,35.7176667,-117.5451667,8.43,0.93,ml,16,128,0.09739,0.18,ci,ci38959560,2019-08-12T15:02:42.534Z,"14km WSW of Searles Valley, CA",earthquake,0.45,1.03,0.127,10,automatic,ci,ci
2019-08-12T14:57:31.820Z,35.686,-117.5386667,9.63,1.36,ml,23,56,0.06847,0.15,ci,ci38959552,2019-08-12T15:01:12.976Z,"14km ENE of Ridgecrest, CA",earthquake,0.24,0.6,0.159,16,automatic,ci,ci
2019-08-12T14:56:51.340Z,35.7295,-117.5555,10.3,0.61,ml,14,113,0.09259,0.14,ci,ci38959544,2019-08-12T15:00:27.971Z,"14km WSW of Searles Valley, CA",earthquake,0.44,0.96,0.146,9,automatic,ci,ci
2019-08-12T14:55:48.540Z,35.8901667,-117.7223333,1.97,0.83,ml,14,61,0.08204,0.17,ci,ci38959536,2019-08-12T14:59:23.392Z,"17km ESE of Little Lake, CA",earthquake,0.28,0.5,0.236,11,automatic,ci,ci
2019-08-12T14:52:36.510Z,35.8958333,-117.681,1.95,0.54,ml,9,85,0.0576,0.1,ci,ci38959528,2019-08-12T14:56:07.376Z,"21km ESE of Little Lake, CA",earthquake,0.23,0.42,0.077,6,automatic,ci,ci
2019-08-12T14:50:11.820Z,39.4031667,-110.3085,-1.39,1.5,ml,9,198,0.02454,0.04,uu,uu60335022,2019-08-12T17:33:10.070Z,"18km SSE of East Carbon City, Utah",earthquake,1.03,0.48,0.107,4,reviewed,uu,uu
2019-08-12T14:46:00.649Z,61.2364,-147.5347,0,1.3,ml,,,,0.9,ak,ak019aaozo2o,2019-08-12T17:40:25.221Z,"64km W of Valdez, Alaska",ice quake,,0.7,,,automatic,ak,ak
2019-08-12T14:42:58.950Z,35.7808333,-117.5953333,5.66,0.85,ml,17,110,0.03488,0.21,ci,ci38959512,2019-08-12T14:46:46.349Z,"17km W of Searles Valley, CA",earthquake,0.52,0.96,0.133,11,automatic,ci,ci
2019-08-12T14:41:57.360Z,35.8865,-117.6758333,3.36,0.68,ml,13,87,0.06466,0.12,ci,ci38959504,2019-08-12T14:45:32.323Z,"22km ESE of Little Lake, CA",earthquake,0.3,1.28,0.1,9,automatic,ci,ci
2019-08-12T14:41:56.840Z,19.8073333,-155.0196667,41.99,4.52,ml,67,195,,0.13,hv,hv71084577,2019-08-14T05:47:35.926Z,"8km ENE of Papa'ikou, Hawaii",earthquake,0.42,0.53,0.176,44,reviewed,hv,hv
2019-08-12T14:38:36.160Z,35.6963333,-117.4748333,6.55,0.95,ml,9,175,0.09759,0.25,ci,ci38959480,2019-08-12T14:42:16.307Z,"10km SW of Searles Valley, CA",earthquake,1.08,2.35,0.168,11,automatic,ci,ci
2019-08-12T14:37:59.177Z,61.0578,-148.7312,20,1,ml,,,,0.74,ak,ak019aaoxv59,2019-08-12T14:43:21.456Z,"31km N of Whittier, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-08-12T14:34:17.108Z,58.16,-151.6188,26.5,1.3,ml,,,,0.88,ak,ak019aaox4wa,2019-08-12T17:40:24.663Z,"62km NE of Kodiak, Alaska",earthquake,,4.8,,,reviewed,ak,ak
2019-08-12T14:29:50.860Z,35.907,-117.7491667,6.86,0.59,ml,11,118,0.06987,0.15,ci,ci38959448,2019-08-12T14:33:23.118Z,"15km ESE of Little Lake, CA",earthquake,0.4,1.13,0.132,4,automatic,ci,ci
2019-08-12T14:25:40.300Z,35.792,-117.6086667,3.51,1.42,ml,26,58,0.02537,0.21,ci,ci38959440,2019-08-12T14:29:21.796Z,"19km W of Searles Valley, CA",earthquake,0.3,0.68,0.19,20,automatic,ci,ci
2019-08-12T14:18:03.430Z,33.9271667,-116.36,6.28,1.13,ml,35,63,0.04272,0.18,ci,ci38959432,2019-08-12T14:28:54.210Z,"12km NNE of Thousand Palms, CA",earthquake,0.28,0.68,0.202,28,reviewed,ci,ci
